"","high","low","close","$n=4$","$n=8$","$n=16$","$n=32$","$n=64$"
"1",NA,NA,NA,0,0,0,0,0
"2",NA,NA,NA,1.57767236538957e-12,0,0,0,0
"3",NA,NA,NA,0,0,0,0,0
"4",NA,NA,NA,0,0,0,0,0
"5",NA,NA,NA,-2.22277699463892e-08,0,0,0,0
"6",NA,NA,NA,-3.94409775197668e-15,0,0,0,0
"7",NA,NA,NA,0,0,0,0,0
"8",NA,NA,NA,0,0,0,0,0
"9",NA,NA,NA,0,0,0,0,0
"10",NA,NA,NA,-0.00123711827152535,-2.67239319197521e-15,0,0,0
